STATION,STNAME,LATITUDE,LONGITUDE,FISHING,FISH,Field pH,Field DO,Field Temp,Field SampTemp,Field AirTemp,Field SampDepth,Field Turb,Field EC,EC,Color,Temp,pH,Total Alk,BiCarb,Cab,OH,Hardness,CalcHardness,Calc TDS,TSS,Ca,Cl,Mg,Nitrate,Nitrite,NO3+NO2,Ammonia,Kjeldahl N,Total N,DO,Total P,FRP,K,Na,SO4,Al,As,Cd,Cr,Cu,F,Fe,Pb,Mn,Hg,Mo,Ni,Se,SiO2,Zn,Anions,Cations,TOC,DOC,Chlorophyll-a,Phaeophytin,LOCATION,BOATING,ZONETYPE,ZONESUBTYP,DISPLAY_HE,ZONEID
,Waranga Basin,-36.578328,145.077737,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,085-1.d (>114.38)
,Waranga Basin,-36.574668,145.110673,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,085-1.e (>114.38)
,Western Port,-38.449502,145.257246,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,005-2.a
,Western Port,-38.455349,145.195622,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,005-2.b
,Wimmera River Horsham,-36.708287,142.222528,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,No Wash,Not Applicable,No Wash,069-3
,Port Phillip,-37.987022,145.052823,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,001-2.5.a
,Port Phillip,-38.339307,144.943582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,001-3.5.a
,Port Phillip,-38.127543,144.703343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,001-2.l
,Port Phillip,-38.161521,144.717844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,001-2.m
,Pykes Creek Reservoir,-37.605075,144.30287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,041-1.a (>30%)
,Pykes Creek Reservoir,-37.603861,144.303545,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,041-1.b (>30%)
,Cairn Curran,-37.005073,143.972645,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,052-1.b (>27%)
,Cairn Curran,-37.071478,144.018745,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,052-1.c (>27%)
,Cairn Curran,-36.998426,143.978546,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Access Lane - Water Skiing,Not Applicable,Access Lane - Water Skiing,052-1.a (>27%)
,Aire River,-38.779598,143.472374,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,8 Knots,Speed Restriction (8 Knots),118-1
,AndersonInlet,-38.636127,145.740216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),114-2.a
,AndersonInlet,-38.635509,145.754751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),114-2.b
,AndersonInlet,-38.648403,145.750637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,10 Knots,Speed Restriction (10 Knots),114-3
,Anglesea River,-38.396609,144.184229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),013-1
,Barwon River,-38.154829,144.293907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,35 Knots,Speed Restriction (35 Knots),007-3
,Barwon River Lake Connewarre,-38.261292,144.49089,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),131-1
,Bass Strait,-38.327899,144.330519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),011-1
,Boga Lake,-35.462904,143.636262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),074-2 (>67.500)
,Bolac Lake,-37.712613,142.873631,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),040-2.b
,Bolac Lake,-37.747276,142.851865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),040-2.a
,Bridgewater Lakes,-38.318791,141.405236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),134-3
,Buffalo Lake,-36.737373,146.656418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),096-2.a
,Buffalo Lake,-36.729097,146.664521,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),096-2.b
,Buffalo Lake,-36.728007,146.655623,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),096-2.c
,Buffalo Lake,-36.737393,146.65642,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),096-2.d
,Burrumbeet Lake,-37.524476,143.665261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.a
,Burrumbeet Lake,-37.495548,143.666332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.b
,Burrumbeet Lake,-37.491268,143.668319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.c
,Burrumbeet Lake,-37.489983,143.668447,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.d
,Burrumbeet Lake,-37.480445,143.665571,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.e
,Burrumbeet Lake,-37.480461,143.665056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.f
,Burrumbeet Lake,-37.475845,143.649802,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.g
,Burrumbeet Lake,-37.481938,143.629028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.h
,Burrumbeet Lake,-37.482163,143.630918,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.i
,Burrumbeet Lake,-37.530711,143.656974,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.j
,Burrumbeet Lake,-37.531473,143.650853,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.k
,Burrumbeet Lake,-37.531908,143.645397,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.l
,Burrumbeet Lake,-37.532466,143.640399,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.m
,Burrumbeet Lake,-37.530982,143.630506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.n
,Burrumbeet Lake,-37.529837,143.62782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.o
,Burrumbeet Lake,-37.518654,143.624362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.p
,Burrumbeet Lake,-37.496919,143.621701,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.q
,Burrumbeet Lake,-37.487226,143.627331,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),043-3.r
,Charlegrark Lake,-36.76925,141.242499,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),145-1
,Colac Lake,-38.266702,143.607915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),146-1
,Corner Inlet,-38.707786,146.446117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,20 Knots,Speed Restriction (20 Knots),132-1
,Corner Inlet,-38.707786,146.446117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),132-2.i
,Corner Inlet,-38.669245,146.699208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),132-2.ii
,Corner Inlet,-38.683397,146.283975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),132-2.iii
,Curdies River,-38.563241,142.862961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),024-1.a.ii
,Curdies River,-38.605425,142.891975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),024-1.b
,Deep Lake,-37.930544,143.176771,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,15 Knots,Speed Restriction (15 Knots),037-1
,Gellibrand River,-38.701416,143.159811,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,8 Knots,Speed Restriction (8 Knots),021-1
,Goulburn River,-36.907562,145.12115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),088-1
,Green Hill Lake,-37.277664,142.988657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),054-2
,Gunbower Creek,-35.831392,144.271522,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),073-3
,Hamilton Lake,-37.730694,142.045701,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),038-1.a
,Hamilton Lake,-37.732733,142.040663,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),038-1.b
,Hopkins River,-38.3912,142.524326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),022-2.a
,Hopkins River,-38.392164,142.515179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),022-2.b.i
,Hopkins River,-38.391613,142.529857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,10 Knots,Speed Restriction (10 Knots),022-3
,Laanecoorie,-36.839192,143.882049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),065-2.b.i (>31.5%)
,Laanecoorie,-36.838775,143.877391,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),065-2.b.ii (>31.5%)
,Laanecoorie,-36.839382,143.881725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),065-2.b.iii (>31.5%)
,Laanecoorie,-36.831361,143.86589,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),065-2.b.iv (>31.5%)
,Lake Eildon,-37.215976,145.914493,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.a
,Lake Eildon,-37.208884,145.909843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.b
,Lake Eildon,-37.204989,145.908678,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.c
,Lake Eildon,-37.201628,145.904221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.d
,Lake Eildon,-37.205961,145.882921,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.e
,Lake Eildon,-37.19306,145.878716,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.f
,Lake Eildon,-37.193173,145.872779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.g
,Lake Eildon,-37.171898,145.850868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.h
,Lake Eildon,-37.142225,145.849759,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.i
,Lake Eildon,-37.03764,145.87701,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.j.i
,Lake Eildon,-37.03234,145.870423,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.j.ii
,Lake Eildon,-37.027532,145.874014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.j.iii
,Lake Eildon,-37.017918,145.833931,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.j.iv
,Lake Eildon,-37.009286,145.903621,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.j.v
,Lake Eildon,-37.03115,145.880263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.j.vi
,Lake Eildon,-37.04053,145.889027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.j.vii.a
,Lake Eildon,-37.042211,145.887808,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.j.vii.b
,Lake Eildon,-37.045687,145.884518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.j.viii
,Lake Eildon,-37.049394,146.023335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.k
,Lake Eildon,-37.162532,146.001757,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.l
,Lake Eildon,-37.15933,145.909265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.m
,Lake Eildon,-37.181963,146.072588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.ni
,Lake Eildon,-37.188169,146.069935,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.nii
,Lake Eildon,-37.213176,146.137611,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.o
,Lake Eildon,-37.216606,146.147844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.p
,Lake Eildon,-37.274743,146.148386,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.q
,Lake Eildon,-37.300225,146.04422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.r
,Lake Eildon,-37.249967,145.97501,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.s
,Lake Eildon,-37.258993,145.971165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.t
,Lake Eildon,-37.245207,145.960973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),090-1.u
,Lake Fyans,-37.142536,142.612933,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),070-2.a
,Lake Fyans,-37.144004,142.618695,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),070-2.b
,Lake Fyans,-37.132668,142.634016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),070-2.c
,Lake Horden,-38.776151,143.466825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,8 Knots,Speed Restriction (8 Knots),018-1
,Lake Hume,-36.123302,147.023476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),095-2.a_(>10%)
,Lake Hume,-36.131004,147.016726,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),095-2.b_(>10%)
,Lake Hume,-36.133989,147.014823,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),095-2.c_(>10%)
,Lake Hume,-36.087631,147.05535,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),095-1.a_(<10%)
,Lake Nillahcootie,-36.864324,145.996768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),097-2.a
,Lake Nillahcootie,-36.893218,145.997969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),097-2.b
,Lake Nillahcootie,-36.857864,146.004915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),097-2.c
,Lake Tchum,-35.995653,143.003273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),154-2
,Learmonth Lake,-37.437092,143.723827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),064-2.a
,Learmonth Lake,-37.42236,143.708908,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),064-2.b
,Learmonth Lake,-37.43631,143.717236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speed Restriction,5 Knots,Speed Restriction (5 Knots),064-2.c
